"","week","date","trap","sample","canopysp","block","quad","type","species","fruitnum","seednum","poop","damaged","obs"
"1",1,2014-01-20,1,1,"Hial",1,"A","Fruto","Hieronyma alchorneiodes",1,1,NA,NA,NA
"2",1,2014-01-20,1,2,"Hial",1,"A","Fruto","Miconia multispicata",1,15,NA,NA,NA
"3",1,2014-01-20,2,1,"Hial",1,"B","Semilla","Psychotria elata",0,1,NA,NA,NA
"4",1,2014-01-20,3,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"5",1,2014-01-20,4,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Hubo un error de ubicación. Por lo tanto no se recogió nada"
"6",1,2014-01-20,5,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"7",1,2014-01-20,9,1,"Viko",1,"D",NA,NA,0,0,NA,NA,NA
"8",1,2014-01-20,10,1,"Viko",1,"B",NA,NA,0,0,NA,NA,NA
"9",1,2014-01-20,11,1,"Pema",1,"A",NA,NA,0,0,NA,NA,NA
"10",1,2014-01-20,12,1,"Pema",1,"B",NA,NA,0,0,NA,NA,NA
"11",1,2014-01-20,13,1,"Pema",1,"C",NA,NA,0,0,NA,NA,NA
"12",1,2014-01-20,14,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"13",1,2014-01-20,15,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"14",1,2014-01-20,16,1,"Hial",2,"A","Semilla","Psychotria elata",0,1,NA,NA,NA
"15",1,2014-01-20,17,1,"Hial",2,"B",NA,NA,0,0,NA,NA,"Nada"
"16",1,2014-01-20,18,1,"Hial",2,"C","Fruto","Hieronyma alchorneiodes",2,2,NA,NA,NA
"17",1,2014-01-20,19,1,"Hial",2,"D","Semilla","Philodendron radiatum",0,12,NA,NA,"Semillas con pedazos de pulpa"
"18",1,2014-01-20,19,2,"Hial",2,"D","Fruto","Miconia affinis",2,46,NA,NA,NA
"19",1,2014-01-20,19,3,"Hial",2,"D","Semilla","Guatteria recurvisepala",0,8,NA,NA,NA
"20",1,2014-01-20,20,1,"Hial",2,"D",NA,NA,0,0,NA,NA,NA
"21",1,2014-01-20,21,1,"Viko",2,"A",NA,NA,0,0,NA,NA,"Nada"
"22",1,2014-01-20,22,1,"Viko",2,"B","Fruto","Miconia multispicata",4,91,NA,NA,NA
"23",1,2014-01-20,23,1,"Viko",2,"C","Semilla","Smilax domingensis",0,1,"Ave",NA,"Con dudas"
"24",1,2014-01-20,23,2,"Viko",2,"C","Semilla","Muestra 21",0,16,"Ave",NA,"Con dudas"
"25",1,2014-01-20,23,3,"Viko",2,"C","Semilla","Guatteria amplifolia",0,1,NA,NA,NA
"26",1,2014-01-20,24,1,"Viko",2,"D",NA,NA,0,0,NA,NA,"Nada"
"27",1,2014-01-20,25,1,"Viko",2,"B",NA,NA,0,0,NA,NA,"Nada"
"28",1,2014-01-20,26,1,"Pema",2,"A",NA,NA,0,0,NA,NA,NA
"29",1,2014-01-20,27,1,"Pema",2,"B",NA,NA,0,0,NA,NA,NA
"30",1,2014-01-20,28,1,"Pema",2,"C",NA,NA,0,0,NA,NA,"Nada"
"31",1,2014-01-20,29,1,"Pema",2,"D",NA,NA,0,0,NA,NA,NA
"32",1,2014-01-20,30,1,"Pema",2,"C",NA,NA,0,0,NA,NA,NA
"33",1,2014-01-20,31,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"34",1,2014-01-20,32,1,"Vogu",2,"B",NA,NA,0,0,NA,NA,"Nada"
"35",1,2014-01-20,34,1,"Vogu",2,"D",NA,NA,0,0,NA,NA,"Nada"
"36",1,2014-01-20,35,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"37",1,2014-01-21,36,1,"Hial",3,"A","Semilla","Guatteria recurvisepala",0,1,NA,NA,NA
"38",1,2014-01-21,36,3,"Hial",3,"A","Semilla","Hieronyma alchorneiodes",1,1,NA,NA,NA
"39",1,2014-01-21,37,1,"Hial",3,"B","Fruto","Hieronyma alchorneiodes",7,7,NA,NA,NA
"40",1,2014-01-21,38,1,"Hial",3,"C",NA,NA,0,0,NA,NA,"Nada"
"41",1,2014-01-21,39,1,"Hial",3,"D",NA,NA,0,0,NA,NA,"Nada"
"42",1,2014-01-21,40,1,"Hial",3,"B","Fruto","Hieronyma alchorneiodes",1,1,NA,NA,NA
"43",1,2014-01-21,41,1,"Viko",3,"A",NA,NA,0,0,NA,NA,NA
"44",1,2014-01-21,43,1,"Viko",3,"C",NA,NA,0,0,NA,NA,"Nada"
"45",1,2014-01-21,44,1,"Viko",3,"D",NA,NA,0,0,NA,NA,"Nada"
"46",1,2014-01-21,45,1,"Viko",3,"A",NA,NA,0,0,NA,NA,"Nada"
"47",1,2014-01-21,46,1,"Pema",3,"A",NA,NA,0,0,NA,NA,"Nada"
"48",1,2014-01-21,48,1,"Pema",3,"C",NA,NA,0,0,NA,NA,"Nada"
"49",1,2014-01-21,49,1,"Pema",3,"D",NA,NA,0,0,NA,NA,"Nada"
"50",1,2014-01-21,51,1,"Vogu",3,"A",NA,NA,0,0,NA,NA,"Nada"
"51",1,2014-01-21,52,1,"Vogu",3,"B",NA,NA,0,0,NA,NA,"Flor amarilla"
"52",1,2014-01-21,53,1,"Vogu",3,"C",NA,NA,0,0,NA,NA,"Nada"
"53",1,2014-01-21,54,1,"Vogu",3,"D",NA,NA,0,0,NA,NA,NA
"54",1,2014-01-21,55,1,"Vogu",3,"C","Semilla","Smilax domingensis",0,1,NA,NA,"Pelotita dura amarillaneta"
"55",1,2014-01-21,56,1,"Hial",4,"A","Semilla","Guatteria recurvisepala",0,1,NA,NA,NA
"56",1,2014-01-21,57,1,"Hial",4,"B",NA,NA,0,0,NA,NA,"Nada"
"57",1,2014-01-21,58,1,"Hial",4,"C",NA,NA,0,0,NA,NA,"Nada"
"58",1,2014-01-21,60,1,"Hial",4,"C",NA,NA,0,0,NA,NA,"Nada"
"59",1,2014-01-21,61,1,"Viko",4,"A",NA,NA,0,0,NA,NA,NA
"60",1,2014-01-21,62,1,"Viko",4,"B",NA,NA,0,0,NA,NA,"Nada"
"61",1,2014-01-21,63,1,"Viko",4,"C",NA,NA,0,0,NA,NA,"Nada"
"62",1,2014-01-21,64,1,"Viko",4,"D","Semilla","Virola koschnyi",0,1,NA,NA,NA
"63",1,2014-01-21,65,1,"Viko",4,"A","Semilla","Muestra 22",0,1,NA,NA,NA
"64",1,2014-01-21,66,1,"Pema",4,"A","Semilla","Guatteria recurvisepala",2,2,NA,NA,NA
"65",1,2014-01-21,67,1,"Pema",4,"B","Semilla","Muestra 23",0,1,NA,NA,NA
"66",1,2014-01-21,67,2,"Pema",4,"B","Semilla","Smilax officinalis",0,1,NA,NA,NA
"67",1,2014-01-21,68,1,"Pema",4,"C",NA,NA,0,0,NA,NA,"Nada"
"68",1,2014-01-21,69,1,"Pema",4,"D",NA,NA,0,0,NA,NA,NA
"69",1,2014-01-21,70,1,"Pema",4,"A",NA,NA,0,0,NA,NA,"Nada"
"70",1,2014-01-21,71,1,"Vogu",4,"A",NA,NA,0,0,NA,NA,"Nada"
"71",1,2014-01-21,72,1,"Vogu",4,"B",NA,NA,0,0,NA,NA,"Nada"
"72",1,2014-01-21,73,1,"Vogu",4,"C",NA,NA,0,0,NA,NA,"Nada"
"73",1,2014-01-21,74,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,"3 bases de flor y 15 pétalos"
"74",1,2014-01-21,75,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,"Un sólo petalo"
"75",2,2014-01-27,1,1,"Hial",1,"A","Fruto","Hieronyma alchorneiodes",2,2,NA,NA,NA
"76",2,2014-01-27,2,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"77",2,2014-01-27,3,1,"Hial",1,"B","Fruto","Hieronyma alchorneiodes",3,3,NA,NA,NA
"78",2,2014-01-27,4,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"79",2,2014-01-27,5,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"80",2,2014-01-27,6,1,"Viko",1,"A",NA,NA,0,0,NA,NA,NA
"81",2,2014-01-27,7,1,"Viko",1,"B",NA,NA,0,0,NA,NA,"Nada"
"82",2,2014-01-27,8,1,"Viko",1,"C","Semilla","Muestra 23",0,1,NA,NA,NA
"83",2,2014-01-27,9,1,"Viko",1,"D",NA,NA,0,0,NA,NA,"Nada"
"84",2,2014-01-27,10,1,"Viko",1,"B",NA,NA,0,0,NA,NA,"Nada"
"85",2,2014-01-27,12,1,"Pema",1,"B","Semilla","Pentaclethra macroloba",0,1,NA,NA,NA
"86",2,2014-01-27,13,1,"Pema",1,"C",NA,NA,0,0,NA,NA,NA
"87",2,2014-01-27,14,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"88",2,2014-01-27,15,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"89",2,2014-01-27,16,1,"Hial",2,"A","Fruto","Hieronyma alchorneiodes",4,4,NA,NA,NA
"90",2,2014-01-27,17,1,"Hial",2,"B","Fruto","Hieronyma alchorneiodes",6,6,NA,NA,NA
"91",2,2014-01-27,18,1,"Hial",2,"C","Fruto","Hieronyma alchorneiodes",2,2,NA,NA,NA
"92",2,2014-01-27,20,1,"Hial",2,"D","Fruto","Sabicea panamensis",1,410,NA,NA,"Aproximadamente"
"93",2,2014-01-27,21,1,"Viko",2,"A",NA,NA,0,0,NA,NA,"Nada"
"94",2,2014-01-27,22,1,"Viko",2,"B",NA,NA,0,0,NA,NA,"Nada"
"95",2,2014-01-27,23,1,"Viko",2,"C",NA,NA,0,0,NA,NA,"Nada"
"96",2,2014-01-27,24,1,"Viko",2,"D",NA,NA,0,0,NA,NA,"Nada"
"97",2,2014-01-27,25,1,"Viko",2,"B",NA,NA,0,0,NA,NA,NA
"98",2,2014-01-27,26,1,"Pema",2,"A","Semilla","Pentaclethra macroloba",0,1,NA,NA,NA
"99",2,2014-01-27,27,1,"Pema",2,"B",NA,NA,0,0,NA,NA,NA
"100",2,2014-01-27,28,1,"Pema",2,"C",NA,NA,0,0,NA,NA,"Nada"
"101",2,2014-01-27,29,1,"Pema",2,"D",NA,NA,0,0,NA,NA,NA
"102",2,2014-01-27,30,1,"Pema",2,"C",NA,NA,0,0,NA,NA,"Nada"
"103",2,2014-01-27,31,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"104",2,2014-01-27,32,1,"Vogu",2,"B",NA,NA,0,0,NA,NA,"Nada"
"105",2,2014-01-27,33,1,"Vogu",2,"C",NA,NA,0,0,NA,NA,"Nada"
"106",2,2014-01-27,34,1,"Vogu",2,"D",NA,NA,0,0,NA,NA,"Nada"
"107",2,2014-01-27,35,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"108",2,2014-01-27,36,1,"Hial",3,"A",NA,NA,0,0,NA,NA,"Nada"
"109",2,2014-01-27,37,1,"Hial",3,"B",NA,NA,0,0,NA,NA,"Nada"
"110",2,2014-01-27,38,1,"Hial",3,"C","Fruto","Hieronyma alchorneiodes",20,20,NA,NA,NA
"111",2,2014-01-27,39,1,"Hial",3,"D",NA,NA,0,0,NA,NA,"Nada"
"112",2,2014-01-27,41,1,"Viko",3,"A",NA,NA,0,0,NA,NA,"Nada"
"113",2,2014-01-27,42,1,"Viko",3,"B",NA,NA,0,0,NA,NA,"Nada"
"114",2,2014-01-27,44,1,"Viko",3,"D","Semilla","Guatteria recurvisepala",0,1,NA,NA,NA
"115",2,2014-01-27,45,1,"Viko",3,"A",NA,NA,0,0,NA,NA,"Nada"
"116",2,2014-01-27,46,1,"Pema",3,"A",NA,NA,0,0,NA,NA,NA
"117",2,2014-01-27,47,1,"Pema",3,"B",NA,NA,0,0,NA,NA,NA
"118",2,2014-01-27,48,1,"Pema",3,"C",NA,NA,0,0,NA,NA,NA
"119",2,2014-01-27,49,1,"Pema",3,"D",NA,NA,0,0,NA,NA,NA
"120",2,2014-01-27,51,1,"Vogu",3,"A","Fruto","Piper colonense",12,12,NA,NA,NA
"121",2,2014-01-27,52,1,"Vogu",3,"B","Fruto","Mandevilla hirsuta",1,1,NA,NA,NA
"122",2,2014-01-27,52,1,"Vogu",3,"B",NA,NA,0,0,NA,NA,NA
"123",2,2014-01-27,53,1,"Vogu",3,"C","Fruto","Mandevilla hirsuta",1,1,NA,NA,NA
"124",2,2014-01-27,53,1,"Vogu",3,"C",NA,NA,0,0,NA,NA,NA
"125",2,2014-01-27,54,1,"Vogu",3,"D",NA,NA,0,0,NA,NA,"Nada"
"126",2,2014-01-27,55,1,"Vogu",3,"C",NA,NA,0,0,NA,NA,"Nada"
"127",2,2014-01-27,56,1,"Hial",4,"A","Fruto","Hieronyma alchorneiodes",1,1,NA,NA,NA
"128",2,2014-01-27,56,2,"Hial",4,"A","Semilla","Guatteria recurvisepala",0,2,NA,NA,NA
"129",2,2014-01-27,57,1,"Hial",4,"B","Fruto","Hieronyma alchorneiodes",10,10,NA,NA,NA
"130",2,2014-01-27,58,1,"Hial",4,"C",NA,NA,0,0,NA,NA,"Nada"
"131",2,2014-01-27,59,1,"Hial",4,"D",NA,NA,0,0,NA,NA,"4 flores, 12 pétalos"
"132",2,2014-01-27,60,1,"Hial",4,"C",NA,NA,0,0,NA,NA,"Nada"
"133",2,2014-01-27,61,1,"Viko",4,"A",NA,NA,0,0,NA,NA,"Nada"
"134",2,2014-01-27,62,1,"Viko",4,"B",NA,NA,0,0,NA,NA,"Nada"
"135",2,2014-01-27,63,1,"Viko",4,"C",NA,NA,0,0,NA,NA,"Nada"
"136",2,2014-01-27,64,1,"Viko",4,"D",NA,NA,0,0,NA,NA,"Nada"
"137",2,2014-01-27,65,1,"Viko",4,"A",NA,NA,0,0,NA,NA,NA
"138",2,2014-01-27,66,1,"Pema",4,"A",NA,NA,0,0,NA,NA,"Nada"
"139",2,2014-01-27,67,1,"Pema",4,"B","Semilla","Muestra 31",0,3,NA,NA,NA
"140",2,2014-01-27,68,1,"Pema",4,"C","Semilla","Smilax domingensis",0,1,NA,NA,NA
"141",2,2014-01-27,69,1,"Pema",4,"D",NA,NA,0,0,NA,NA,NA
"142",2,2014-01-27,70,1,"Pema",4,"A",NA,NA,0,0,NA,NA,"Nada"
"143",2,2014-01-27,71,1,"Vogu",4,"A",NA,NA,0,0,NA,NA,"Nada"
"144",2,2014-01-27,72,1,"Vogu",4,"B",NA,NA,0,0,NA,NA,"Nada"
"145",2,2014-01-27,73,1,"Vogu",4,"C",NA,NA,0,0,NA,NA,"Nada"
"146",2,2014-01-27,74,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,"1 flor completa, 1 base y 5 pétalos"
"147",2,2014-01-27,75,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,"Nada"
"148",3,2014-02-03,1,1,"Hial",1,"A","Fruto","Hieronyma alchorneoides",1,1,NA,NA,NA
"149",3,2014-02-03,2,1,"Hial",1,"B",NA,NA,0,0,NA,NA,NA
"150",3,2014-02-03,3,1,"Hial",1,"B","Semilla","Desmoncus schippii",0,1,NA,NA,"Semilla palma limpia (sin cascara)"
"151",3,2014-02-03,4,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"152",3,2014-02-03,5,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"153",3,2014-02-03,6,1,"Viko",1,"A",NA,NA,0,0,NA,NA,"Nada"
"154",3,2014-02-03,7,1,"Viko",1,"B",NA,NA,0,0,NA,NA,"Nada"
"155",3,2014-02-03,8,1,"Viko",1,"C",NA,NA,0,0,NA,NA,NA
"156",3,2014-02-03,9,1,"Viko",1,"D",NA,NA,0,0,NA,NA,"Nada"
"157",3,2014-02-03,10,1,"Viko",1,"B",NA,NA,0,0,NA,NA,"Nada"
"158",3,2014-02-03,11,1,"Pema",1,"A",NA,NA,0,0,NA,NA,NA
"159",3,2014-02-03,12,1,"Pema",1,"B",NA,NA,0,0,NA,NA,NA
"160",3,2014-02-03,13,1,"Pema",1,"C",NA,NA,0,0,NA,NA,NA
"161",3,2014-02-03,14,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"162",3,2014-02-03,15,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"163",3,2014-02-03,16,1,"Hial",2,"A","Semilla","Hieronyma alchorneoides",0,1,NA,NA,NA
"164",3,2014-02-03,17,1,"Hial",2,"B","Fruto","Hieronyma alchorneoides",2,2,NA,NA,NA
"165",3,2014-02-03,17,2,"Hial",2,"B","Semilla","Hieronyma alchorneoides",0,2,NA,NA,NA
"166",3,2014-02-03,18,1,"Hial",2,"C","Fruto","Hieronyma alchorneoides",4,4,NA,NA,NA
"167",3,2014-02-03,18,2,"Hial",2,"C","Semilla","Hieronyma alchorneoides",0,6,NA,NA,NA
"168",3,2014-02-03,19,1,"Hial",2,"D","Fruto","Hieronyma alchorneoides",2,2,NA,NA,NA
"169",3,2014-02-03,20,2,"Hial",2,"D","Semilla","Hieronyma alchorneoides",0,3,NA,NA,NA
"170",3,2014-02-03,21,1,"Viko",2,"A",NA,NA,0,0,NA,NA,"Nada"
"171",3,2014-02-03,22,1,"Viko",2,"B",NA,NA,0,0,NA,NA,"Nada"
"172",3,2014-02-03,23,1,"Viko",2,"C","Semilla","Muestra 21",0,5,"Ave",NA,NA
"173",3,2014-02-03,23,2,"Viko",2,"C","Fruto","Muestra 34",58,58,"Ave",NA,NA
"174",3,2014-02-03,23,3,"Viko",2,"C","Semilla","Hieronyma alchorneoides",0,1,NA,NA,NA
"175",3,2014-02-03,24,1,"Viko",2,"D",NA,NA,0,0,NA,NA,"Nada"
"176",3,2014-02-03,25,1,"Viko",2,"B",NA,NA,0,0,NA,NA,NA
"177",3,2014-02-03,26,1,"Pema",2,"A",NA,NA,0,0,NA,NA,NA
"178",3,2014-02-03,27,1,"Pema",2,"B","Semilla","Pentaclethra macroloba",0,1,NA,NA,NA
"179",3,2014-02-03,29,1,"Pema",2,"D","Semilla","Pentaclethra macroloba",0,1,NA,NA,NA
"180",3,2014-02-03,30,1,"Pema",2,"C",NA,NA,0,0,NA,NA,NA
"181",3,2014-02-03,31,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"182",3,2014-02-03,32,1,"Vogu",2,"B","Semilla","Muestra 32",0,1,NA,NA,NA
"183",3,2014-02-03,33,1,"Vogu",2,"C",NA,NA,0,0,NA,NA,"Nada"
"184",3,2014-02-03,34,1,"Vogu",2,"D",NA,NA,0,0,NA,NA,"Nada"
"185",3,2014-02-03,35,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"186",3,2014-02-03,36,1,"Hial",3,"A","Fruto","Hieronyma alchorneoides",2,2,NA,NA,NA
"187",3,2014-02-03,37,1,"Hial",3,"B","Semilla","Hieronyma alchorneoides",0,5,NA,NA,NA
"188",3,2014-02-03,38,1,"Hial",3,"C","Fruto","Hieronyma alchorneoides",34,34,NA,NA,NA
"189",3,2014-02-03,39,1,"Hial",3,"D",NA,NA,0,0,NA,NA,"Nada"
"190",3,2014-02-03,40,1,"Hial",3,"B",NA,NA,0,0,NA,NA,"Nada"
"191",3,2014-02-03,41,1,"Viko",3,"A",NA,NA,0,0,NA,NA,"Nada"
"192",3,2014-02-03,42,1,"Viko",3,"B",NA,NA,0,0,NA,NA,"Nada"
"193",3,2014-02-03,43,1,"Viko",3,"C",NA,NA,0,0,NA,NA,NA
"194",3,2014-02-03,44,1,"Viko",3,"D",NA,NA,0,0,NA,NA,"Nada"
"195",3,2014-02-03,45,1,"Viko",3,"A",NA,NA,0,0,NA,NA,"Nada"
"196",3,2014-02-03,46,1,"Pema",3,"A",NA,NA,0,0,NA,NA,NA
"197",3,2014-02-03,47,1,"Pema",3,"B",NA,NA,0,0,NA,NA,NA
"198",3,2014-02-03,48,1,"Pema",3,"C",NA,NA,0,0,NA,NA,NA
"199",3,2014-02-03,49,1,"Pema",3,"D",NA,NA,0,0,NA,NA,NA
"200",3,2014-02-03,50,1,"Pema",3,"D",NA,NA,0,0,NA,NA,NA
"201",3,2014-02-03,51,1,"Vogu",3,"A",NA,NA,0,0,NA,NA,"Nada"
"202",3,2014-02-03,52,1,"Vogu",3,"B",NA,NA,0,0,NA,NA,"Nada"
"203",3,2014-02-03,53,1,"Vogu",3,"C",NA,NA,0,0,NA,NA,"Nada"
"204",3,2014-02-03,54,1,"Vogu",3,"D",NA,NA,0,0,NA,NA,NA
"205",3,2014-02-03,55,1,"Vogu",3,"C",NA,NA,0,0,NA,NA,"Nada"
"206",3,2014-02-03,56,1,"Hial",4,"A","Semilla","Guatteria recurvisepala",0,2,NA,NA,NA
"207",3,2014-02-03,57,1,"Hial",4,"B","Fruto","Hieronyma alchorneoides",15,15,NA,NA,NA
"208",3,2014-02-03,59,1,"Hial",4,"D",NA,NA,0,0,NA,NA,"8 pétalos"
"209",3,2014-02-03,60,2,"Hial",4,"C","Semilla","Siparuna paucifolia",0,1,NA,NA,NA
"210",3,2014-02-03,61,1,"Viko",4,"A",NA,NA,0,0,NA,NA,"Nada"
"211",3,2014-02-03,62,1,"Viko",4,"B",NA,NA,0,0,NA,NA,"Nada"
"212",3,2014-02-03,63,1,"Viko",4,"C",NA,NA,0,0,NA,NA,"Nada"
"213",3,2014-02-03,64,1,"Viko",4,"D",NA,NA,0,0,NA,NA,"Nada"
"214",3,2014-02-03,65,1,"Viko",4,"A",NA,NA,0,0,NA,NA,"Nada"
"215",3,2014-02-03,66,1,"Pema",4,"A",NA,NA,0,0,NA,NA,"8 petalos, ninguna base."
"216",3,2014-02-03,67,1,"Pema",4,"B",NA,NA,0,0,NA,NA,NA
"217",3,2014-02-03,68,1,"Pema",4,"C",NA,NA,0,0,NA,NA,NA
"218",3,2014-02-03,69,1,"Pema",4,"D",NA,NA,0,0,NA,NA,NA
"219",3,2014-02-03,70,1,"Pema",4,"A",NA,NA,0,0,NA,NA,NA
"220",3,2014-02-03,71,1,"Vogu",4,"A",NA,NA,0,0,NA,NA,"Nada"
"221",3,2014-02-03,72,1,"Vogu",4,"B",NA,NA,0,0,NA,NA,NA
"222",3,2014-02-03,73,1,"Vogu",4,"C",NA,NA,0,0,NA,NA,"Nada"
"223",3,2014-02-03,74,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,NA
"224",3,2014-02-03,75,1,"Vogu",4,"D",NA,NA,0,0,NA,NA,"Nada"
"225",4,2014-02-13,1,1,"Hial",1,"A",NA,NA,0,0,NA,NA,NA
"226",4,2014-02-13,2,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"227",4,2014-02-13,3,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"228",4,2014-02-13,4,1,"Hial",1,"B","Fruto","Cestrum schlechtendalii",1,1,NA,NA,NA
"229",4,2014-02-13,5,1,"Hial",1,"B",NA,NA,0,0,NA,NA,"Nada"
"230",4,2014-02-13,6,1,"Viko",1,"A",NA,NA,0,0,NA,NA,NA
"231",4,2014-02-13,7,1,"Viko",1,"B",NA,NA,0,0,NA,NA,"Nada"
"232",4,2014-02-13,8,1,"Viko",1,"C","Semilla","Virola koschnyi",0,1,NA,NA,NA
"233",4,2014-02-13,9,1,"Viko",1,"D",NA,NA,0,0,NA,NA,NA
"234",4,2014-02-13,10,1,"Viko",1,"B","Semilla","Muestra 32",0,1,NA,NA,NA
"235",4,2014-02-13,11,1,"Pema",1,"A",NA,NA,0,0,NA,NA,NA
"236",4,2014-02-13,12,1,"Pema",1,"B","Semilla","Pentaclethra macroloba",0,1,NA,NA,NA
"237",4,2014-02-13,13,1,"Pema",1,"C",NA,NA,0,0,NA,NA,NA
"238",4,2014-02-13,14,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"239",4,2014-02-13,15,1,"Pema",1,"D",NA,NA,0,0,NA,NA,NA
"240",4,2014-02-13,16,1,"Hial",2,"A",NA,NA,0,0,NA,NA,NA
"241",4,2014-02-13,17,1,"Hial",2,"B","Semilla","Hieronyma alchorneoides",0,3,NA,NA,NA
"242",4,2014-02-13,17,2,"Hial",2,"B","Fruto","Hieronyma alchorneoides",4,4,NA,NA,NA
"243",4,2014-02-13,18,1,"Hial",2,"C","Fruto","Hieronyma alchorneoides",4,4,NA,NA,NA
"244",4,2014-02-13,18,2,"Hial",2,"C","Fruto","Hieronyma alchorneoides",0,11,NA,NA,NA
"245",4,2014-02-13,19,1,"Hial",2,"D","Fruto","Hieronyma alchorneoides",1,1,NA,NA,NA
"246",4,2014-02-13,20,1,"Hial",2,"D","Semilla","Guatteria recurvisepala",0,2,NA,NA,NA
"247",4,2014-02-13,21,1,"Viko",2,"A",NA,NA,0,0,NA,NA,"Nada"
"248",4,2014-02-13,22,1,"Viko",2,"B",NA,NA,0,0,NA,NA,"Nada"
"249",4,2014-02-13,23,1,"Viko",2,"C",NA,NA,0,0,NA,NA,"Nada"
"250",4,2014-02-13,24,1,"Viko",2,"D",NA,NA,0,0,NA,NA,"Nada"
"251",4,2014-02-13,25,1,"Viko",2,"B",NA,NA,0,0,NA,NA,"Nada"
"252",4,2014-02-13,26,1,"Pema",2,"A",NA,NA,0,0,NA,NA,NA
"253",4,2014-02-13,27,1,"Pema",2,"B",NA,NA,0,0,NA,NA,NA
"254",4,2014-02-13,28,1,"Pema",2,"C","Semilla","Hieronyma alchorneoides",0,1,NA,NA,NA
"255",4,2014-02-13,28,3,"Pema",2,"C","Fruto","Piper colonense",1,78,NA,NA,"1 infrutescencia"
"256",4,2014-02-13,29,1,"Pema",2,"D",NA,NA,0,0,NA,NA,NA
"257",4,2014-02-13,30,1,"Pema",2,"C",NA,NA,0,0,NA,NA,NA
"258",4,2014-02-13,31,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"259",4,2014-02-13,32,1,"Vogu",2,"B",NA,NA,0,0,NA,NA,"Nada"
"260",4,2014-02-13,33,1,"Vogu",2,"C",NA,NA,0,0,NA,NA,"Nada"
"261",4,2014-02-13,34,1,"Vogu",2,"D",NA,NA,0,0,NA,NA,NA
"262",4,2014-02-13,35,1,"Vogu",2,"A",NA,NA,0,0,NA,NA,"Nada"
"263",4,2014-02-13,36,1,"Hial",3,"A",NA,NA,0,0,NA,NA,"Nada"
"264",4,2014-02-13,37,1,"Hial",3,"B",NA,NA,0,0,NA,NA,"Nada"
"265",4,2014-02-13,38,1,"Hial",3,"C","Fruto","Hieronyma alchorneoides",18,18,NA,NA,NA
"266",4,2014-02-13,39,1,"Hial",3,"D",NA,NA,0,0,NA,NA,"Nada"
"267",4,2014-02-13,40,1,"Hial",3,"B",NA,NA,0,0,NA,NA,"Nada"
"268",4,2014-02-13,41,1,"Viko",3,"A","Fruto","Mandevilla hirsuta",1,1,NA,NA,NA
"269",4,2014-02-13,42,1,"Viko",3,"B",NA,NA,0,0,NA,NA,"Nada"
"270",4,2014-02-13,43,1,"Viko",3,"C",NA,NA,0,0,NA,NA,"Nada"
"271",4,2014-02-13,44,1,"Viko",3,"D",NA,NA,0,0,NA,NA,"Nada"
"272",4,2014-02-13,45,1,"Viko",3,"A",NA,NA,0,0,NA,NA,NA
"273",4,2014-02-13,45,2,"Viko",3,"A","Fruto","Mandevilla hirsuta",3,3,NA,NA,NA
"274",4,2014-02-13,46,1,"Pema",3,"A",NA,NA,0,0,NA,NA,"Nada"
"275",4,2014-02-13,47,1,"Pema",3,"B",NA,NA,0,0,NA,NA,NA
"276",4,2014-02-13,48,1,"Pema",3,"C",NA,NA,0,0,NA,NA,"Nada"
"277",4,2014-02-13,49,1,"Pema",3,"D",NA,NA,0,0,NA,NA,"Nada"
"278",4,2014-02-13,50,1,"Pema",3,"D",NA,NA,0,0,NA,NA,NA
